id,episode,action,target,param,goal_status,dist_bucket_before,dist_bucket_after,mob_hp_before,mob_hp_after,mob_hp_bucket_before,mob_hp_bucket_after,damage_dealt,own_hp_before,own_hp_after,own_hp_bucket_before,own_hp_bucket_after,damage_taken,hit_landed
143,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
144,9,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
145,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
146,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
147,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
148,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
149,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
150,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,OUT_OF_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
151,10,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499589,151.0,0.736084>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
152,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
153,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
154,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
155,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
156,10,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,9.440002,9.440002,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
157,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
158,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
159,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
160,10,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
